x1,x2,y
1.6437362913,-0.3667293615,2.4484476699
2.1515875195,1.1842081744,0.2850891736
-2.4349359127,2.8537341098,0.0013555857
1.5668382119,1.7163858317,0.8316102162
-2.2313182039,-0.2976843726,-0.5415410387
-0.7752118546,2.5605899331,0.8550373054
0.8631907205,1.9365696796,3.0922392460
-0.3395148070,-1.6365676693,-4.1665848274
0.3275087221,-2.6170964634,-1.1023855018
1.9657870320,0.7899863947,0.8462279402
1.5485264405,-0.8728441912,1.2802274306
2.8241881464,2.3587267279,0.0012514778
1.6703009824,-1.8321677529,-0.3181302107
-0.1996739776,-2.7371774053,-0.6355832595
-2.0742630476,1.0982937195,-0.2753453108
1.4685729354,2.8050583946,0.0781644269
-1.0450478512,-0.7772417638,1.6694869547
-0.1826651323,-1.8631718455,-4.9651246389
-2.2204709680,-0.1457704426,-0.6355725579
-1.6385439057,1.0188839681,-0.6946522772
-0.3770884868,1.9960691763,5.1181791792
1.2015906120,-1.1258001517,-0.2577068229
1.9935588084,1.8285861450,0.1855852182
-0.6751297258,-1.2700313764,0.3721244638
1.0949730238,-2.1614850983,-1.3236467117
-1.8005507851,-2.9558263815,0.0052738985
1.7215462650,0.9891051396,1.1083785554
1.2309922718,1.6843741861,1.9540405827
-0.2465053468,0.4124471757,0.9211679876
-2.1612180112,-2.3128195588,0.0157886502
1.0104177707,-0.1734227631,2.8386334056
0.3914166389,1.5899931445,6.9466653210
0.8083099200,0.3214764039,1.7153164338
0.3552429645,-1.1762994116,-4.2528538683
-2.8150929926,-0.3796956646,-0.0574493794
-1.7124919631,-0.5488281377,-0.9191165236
2.1204184396,-1.5963630848,0.0158566079
-2.6501835499,-1.3116966479,-0.0029791435
-1.2384374534,0.9714990884,-0.5950988383
0.3421929140,1.7033892546,6.9947221522
0.9858812420,-0.5616788314,1.8421802604
1.8841223080,-1.9981624806,-0.1140413019
-2.8637275612,-2.4597128353,0.0007177711
1.3341561036,-0.2287366185,3.3728123013
-2.0323693258,0.0062686506,-1.1248782281
-2.0861273837,1.1779222505,-0.2024938971
-0.3230623466,-0.7138726434,3.2462820094
-1.1909274651,0.7816955587,-1.3807915174
-0.8291243367,-2.4741004841,-0.4725976778
-2.2919645873,2.7713859873,0.0036691204
2.4514841442,1.1982428029,0.0977242245
-1.4047802312,2.8150582641,0.0876292678
1.6725054238,1.3013411350,0.9058092660
-0.3038309871,-1.3665506289,-2.8685000946
-2.4216542271,2.4156143793,0.0056871261
-0.2653422610,-1.7858198112,-4.7156795534
-1.1642602551,0.4753174137,-2.3159384136
-1.9393633024,2.1396857046,0.0906828040
1.5511171790,1.3167777357,1.1755839868
-0.4074417613,0.7638530442,1.5061244457
0.5045878135,0.8990796093,2.1330106204
-2.4933340732,-0.5051555870,-0.1758022206
-2.7503149568,-0.0360550845,-0.0963421660
-1.0208327260,-2.1328548668,-0.5138433067
-2.3795821937,0.5258674331,-0.3299292500
-1.9764421888,2.5507207103,0.0302508206
0.4863668382,-0.9187811728,-1.8022728216
0.5454929489,-2.8631767738,-0.3866150488
2.7513552794,-0.1061793783,0.1054583171
1.6964113635,-2.5036200005,-0.0934863941
-0.0800500150,-0.0557580339,1.4433503107
2.6269587298,0.4303683143,0.1483856956
-0.1590635937,-1.3981460214,-4.2612810944
-1.0105860159,0.1240344148,-1.7426399349
-0.3665312382,-2.8703275207,-0.3106224771
1.9577515452,2.3769646310,0.0632006255
-2.1585054660,0.3242168612,-0.7720818154
-2.3485455532,1.0334405582,-0.1541821832
-1.3125972970,0.9565358082,-0.7958556674
1.3619676857,1.6118849515,1.5292011841
-2.3535543243,2.4960710708,0.0065242809
-1.6187160546,-2.7755246629,0.0075881136
0.3291148163,-0.7744662968,-0.6537581723
1.9787384588,1.8495088324,0.1889320722
-1.0971666431,2.7173963704,0.2740326723
-1.2544929712,0.0903427754,-2.6013589925
-1.4642094566,2.6162614203,0.1494368524
-2.0123530945,-2.7305362836,0.0073828485
-0.3894176400,2.9542533843,0.3133739161
2.3500635975,1.4916481167,0.0859190880
2.3447549453,2.3606798382,0.0133424045
0.1131501623,-1.1044256890,-2.8736386100
1.6320745927,0.9699675790,1.3285074836
-0.7580536268,-2.4331999916,-0.6476987977
1.4807376681,-1.4252369045,-0.3955054343
2.6208789032,-1.5541765500,0.0135816546
-2.2634524055,1.9866760327,0.0228115392
-2.0802941003,-1.9243901511,0.0442191834
0.5962967491,2.2473722450,2.5773440175
-1.8213920057,-1.1380579626,0.0842803178
1.6644290294,2.8309585564,0.0385525813
0.0044471172,-2.1366149847,-3.9093818378
-2.9163822738,-1.6220638200,0.0011128460
-2.2090666933,1.0659520417,-0.2153211520
-2.2690049722,0.0379795897,-0.5885186237
1.1655746139,0.4866996553,2.7871651652
-1.8013460900,1.8247471571,0.2060804323
1.2924427777,1.4339040235,1.9170383327
-2.2136534907,-2.2574771781,0.0154868437
2.5653753060,-0.6145308371,0.1631067724
-1.1943078493,-0.0684957279,-2.0781253935
0.9771852766,2.7337395423,0.3353883850
-1.2813226387,2.5488505759,0.3088440871
-2.8508430517,0.3311882540,-0.0575888652
0.8038506701,-2.3646155775,-1.4556852579
-2.1579624176,-0.4853140841,-0.5081405911
2.7973914729,0.5762553194,0.0616262090
2.5981393296,1.8261654937,0.0155656907
-0.1957103907,1.7085806955,7.5825367971
-2.8929792961,-2.3451360194,0.0008172647
1.9765716893,1.7809025300,0.2128252992
-1.6041555482,0.1846175436,-2.4315271422
0.6360949242,2.2064337227,2.6885243827
0.6186429440,-0.5245705844,0.4357552860
-0.7548957396,-0.4447074818,2.3239272699
0.9115861535,2.2049437905,1.7758908300
-0.2766187075,-1.5129626223,-4.1676499458
-1.5800258220,1.4760856815,0.3185208613
1.8994125805,-2.3683315209,-0.0588737464
-2.6006468583,0.5666019825,-0.1387335495
-2.1229605348,1.9479851427,0.0469632514
-1.1379919565,-2.1367684022,-0.2980408841
2.5258228349,-2.0068096636,-0.0010265853
-1.2916795060,-2.0783196288,-0.1114999040
-2.3070596180,-2.8731119020,0.0021111808
-2.6676275450,-1.9521511744,0.0047151910
-2.6797084042,0.5468628967,-0.1024868303
1.0842871608,-0.6382172590,1.8705894255
-1.0920534183,0.0271574221,-1.9347241648
2.2500296534,2.1067897609,0.0392120686
-2.7391496279,-1.9110095424,0.0034989616
-1.5795307734,-1.5036745450,0.2836866795
0.4273959105,-0.5024254458,0.1677689244
-2.7044752804,-0.7583151692,-0.0473892058
0.1425176923,-2.3899685826,-2.2612630907
2.0007513227,-2.6882288012,-0.0148061559
2.5490512141,-2.4053211505,-0.0015479598
2.0614497096,2.4159188636,0.0377550802
2.8774240835,1.8121552816,0.0040690925
1.6768652446,0.8548996560,1.4013813365
1.6739781275,-2.1926867495,-0.2144712817
0.2164082157,0.0853372211,0.1293264491
2.1454328647,-0.2232038064,0.9204571733
-0.6894630234,0.8373796274,0.8590255839
-1.4012200950,-2.1613895343,-0.0339762093
-0.1327363559,-0.4986637884,2.6360284879
-1.6045803568,-0.7949291393,-0.2093734007
-0.8016453010,-1.0350266135,2.1605083280
-0.7232155216,1.1144600727,2.6010465955
-1.2187411526,2.6931475603,0.2246219359
2.4980881172,-0.1145374302,0.2959550259
-1.0298327700,0.2126087390,-1.9744714915
2.0913629326,0.9155240434,0.5119022324
1.8263509677,0.1963336564,1.9759925557
0.7975057756,-1.2710663149,-3.2287355221
1.4093589739,-1.7855724412,-0.8720812569
1.1687887729,2.1643144100,1.1515065211
-2.2073829762,0.6862784433,-0.4720343011
-2.4294255106,1.3542937696,-0.0402278788
-2.4930406871,2.6156389362,0.0022943854
-2.1755524198,2.7532814755,0.0066618165
1.8053050565,0.5620920268,1.5681981006
1.6957446278,1.7706890339,0.5380645286
2.6761623769,-1.4796998770,0.0150081362
0.5404553721,-2.4297048146,-1.6960758571
0.6969942001,-1.9722521754,-3.7430199538
0.3897036688,0.4345830842,0.0628636695
-0.2040890821,0.1357906531,1.3651644516
1.5835403400,1.7954682991,0.7236033110
-0.0470807065,0.5975606491,0.8267376339
2.5874174141,-2.2815984690,-0.0013258433
-2.2973786046,-2.4737459285,0.0070662641
0.9471797102,-0.4883501953,1.9298861584
1.6459284969,1.0273884799,1.2234396470
-0.9981734500,2.3901992842,0.9416431191
1.5751928824,-1.3767903545,-0.1222489402
-0.8148478934,-1.1133601188,1.7392815623
-2.0543301083,-2.1132997647,0.0325266743
2.6167647803,-0.3725757768,0.1661266351
-0.7000810633,1.3781142521,4.3894962889
0.3179583915,2.6168399210,1.1772945427
1.6818089635,-0.1237826153,2.6020519732
-0.7418431591,2.9197892695,0.2425422488
1.3065614160,2.7071679600,0.1754661325
-2.2891285367,2.1032020751,0.0188342456
0.8224433039,-2.2684699300,-1.7911417144
0.5295479998,1.1165781906,3.8641258130
-2.9261838847,-0.2740922289,-0.0382073279
1.9523970672,-1.2278458479,0.2587125611
-0.2487115092,-0.3461152376,2.9081821666
-1.1884356513,2.5106513731,0.4382490690
1.6877642126,-2.3364695340,-0.1501614586
2.9822079470,2.2752001458,0.0006736629
-1.2965493728,2.0213794780,0.9962085375
-2.3614828088,2.9946283828,0.0011006419
0.9941084166,0.9007500934,2.2730014520
-2.4573556381,2.3822003934,0.0051044843
-2.8260029808,-1.5550316518,0.0014702424
-2.1418687490,1.6606076442,0.0211085928
-1.8107746367,2.4638293628,0.0741630248
0.9376142360,-2.7830237370,-0.3043855544
-2.9674209952,-2.6900524979,0.0002244329
